2025-07-03 11:40:14;MOTOR:4;POSICAO:658
2025-07-03 11:40:14;MOTOR:4;POSICAO:663
2025-07-03 11:40:14;MOTOR:4;POSICAO:668
2025-07-03 11:40:14;MOTOR:4;POSICAO:673
2025-07-03 11:40:14;MOTOR:4;POSICAO:678
2025-07-03 11:40:14;MOTOR:4;POSICAO:683
2025-07-03 11:40:14;MOTOR:4;POSICAO:688
2025-07-03 11:40:14;MOTOR:4;POSICAO:693
2025-07-03 11:40:14;MOTOR:4;POSICAO:698
2025-07-03 11:40:14;MOTOR:4;POSICAO:703
2025-07-03 11:40:14;MOTOR:4;POSICAO:708
2025-07-03 11:40:14;MOTOR:4;POSICAO:713
2025-07-03 11:40:15;MOTOR:4;POSICAO:718
2025-07-03 11:40:15;MOTOR:4;POSICAO:723
2025-07-03 11:40:15;MOTOR:4;POSICAO:728
2025-07-03 11:40:15;MOTOR:4;POSICAO:733
2025-07-03 11:40:15;MOTOR:4;POSICAO:738
2025-07-03 11:40:15;MOTOR:4;POSICAO:743
2025-07-03 11:40:15;MOTOR:4;POSICAO:748
2025-07-03 11:40:15;MOTOR:4;POSICAO:753
2025-07-03 11:40:15;MOTOR:4;POSICAO:758
2025-07-03 11:40:15;MOTOR:4;POSICAO:763
2025-07-03 11:40:15;MOTOR:4;POSICAO:768
2025-07-03 11:40:15;MOTOR:4;POSICAO:773
2025-07-03 11:40:15;MOTOR:4;POSICAO:778
2025-07-03 11:40:15;MOTOR:4;POSICAO:783
2025-07-03 11:40:15;MOTOR:4;POSICAO:788
2025-07-03 11:40:15;MOTOR:4;POSICAO:793
2025-07-03 11:40:15;MOTOR:4;POSICAO:798
2025-07-03 11:40:15;MOTOR:4;POSICAO:803
2025-07-03 11:40:15;MOTOR:4;POSICAO:808
2025-07-03 11:40:15;MOTOR:4;POSICAO:813
2025-07-03 11:40:15;MOTOR:4;POSICAO:818
2025-07-03 11:40:15;MOTOR:4;POSICAO:823
2025-07-03 11:40:15;MOTOR:4;POSICAO:828
2025-07-03 11:40:15;MOTOR:4;POSICAO:833
2025-07-03 11:40:15;MOTOR:4;POSICAO:838
2025-07-03 11:40:15;MOTOR:4;POSICAO:843
2025-07-03 11:40:15;MOTOR:4;POSICAO:848
2025-07-03 11:40:15;MOTOR:4;POSICAO:853
2025-07-03 11:40:15;MOTOR:4;POSICAO:858
2025-07-03 11:40:15;MOTOR:4;POSICAO:863
2025-07-03 11:40:15;MOTOR:4;POSICAO:868
2025-07-03 11:40:15;MOTOR:4;POSICAO:873
2025-07-03 11:40:15;MOTOR:4;POSICAO:878
2025-07-03 11:40:15;MOTOR:4;POSICAO:883
2025-07-03 11:40:15;MOTOR:4;POSICAO:888
2025-07-03 11:40:15;MOTOR:4;POSICAO:893
2025-07-03 11:40:15;MOTOR:4;POSICAO:898
2025-07-03 11:40:15;MOTOR:4;POSICAO:903
2025-07-03 11:40:15;MOTOR:4;POSICAO:908
2025-07-03 11:40:15;MOTOR:4;POSICAO:913
2025-07-03 11:40:15;MOTOR:4;POSICAO:918
2025-07-03 11:40:15;MOTOR:4;POSICAO:923
2025-07-03 11:40:15;MOTOR:4;POSICAO:928
2025-07-03 11:40:15;MOTOR:4;POSICAO:933
2025-07-03 11:40:15;MOTOR:4;POSICAO:938
2025-07-03 11:40:15;MOTOR:4;POSICAO:943
2025-07-03 11:40:15;MOTOR:4;POSICAO:948
2025-07-03 11:40:15;MOTOR:4;POSICAO:953
2025-07-03 11:40:15;MOTOR:4;POSICAO:958
2025-07-03 11:40:15;MOTOR:4;POSICAO:963
2025-07-03 11:40:15;MOTOR:4;POSICAO:968
2025-07-03 11:40:15;MOTOR:4;POSICAO:973
2025-07-03 11:40:15;MOTOR:4;POSICAO:978
2025-07-03 11:40:15;MOTOR:4;POSICAO:983
2025-07-03 11:40:15;MOTOR:4;POSICAO:988
2025-07-03 11:40:15;MOTOR:4;POSICAO:993
2025-07-03 11:40:15;MOTOR:4;POSICAO:998
2025-07-03 11:40:15;MOTOR:4;POSICAO:1003
2025-07-03 11:40:15;MOTOR:4;POSICAO:1008
2025-07-03 11:40:15;MOTOR:4;POSICAO:1013
2025-07-03 11:40:15;MOTOR:4;POSICAO:1018
2025-07-03 11:40:15;MOTOR:4;POSICAO:1023
2025-07-03 11:40:15;MOTOR:4;POSICAO:1028
2025-07-03 11:40:16;MOTOR:4;POSICAO:1033
2025-07-03 11:40:16;MOTOR:4;POSICAO:1038
2025-07-03 11:40:16;MOTOR:4;POSICAO:1043
2025-07-03 11:40:16;MOTOR:4;POSICAO:1048
